       |                                 Optimal                                  |                              Naive                               |                                                                           Info
Boost  |  Pulp  = Time  =max( Time0 , Time1 , Time2 , Time3 )  Rep    CPU  LPTime |  Time  =max( Time0 , Time1 , Time2 , Time3 )  Rep    CPU  LPTime | GPU   T_L   T_R   T_C  LOG
 84.79 |   20.88=  20.88=max(  20.88,  20.88,  20.88,  20.88)   0.00  0.00  16.04 |   24.62=max(  24.61,  24.60,  24.62,  24.60)   0.00  0.00  10.39 | 25GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 85.73 |   21.25=  21.25=max(  21.25,  21.25,  21.25,  21.25)   0.00  0.00  17.30 |   24.79=max(  24.77,  24.77,  24.79,  24.77)   0.00  0.00  10.81 | 25GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 86.66 |   21.63=  21.63=max(  21.63,  21.63,  21.63,  21.63)   0.00  0.00  16.86 |   24.96=max(  24.94,  24.94,  24.96,  24.94)   0.00  0.00  11.59 | 25GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 87.58 |   22.00=  22.00=max(  22.00,  22.00,  22.00,  22.00)   0.00  0.00  17.08 |   25.12=max(  25.11,  25.10,  25.12,  25.10)   0.00  0.00  10.63 | 25GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 88.49 |   22.38=  22.38=max(  22.38,  22.38,  22.38,  22.38)   0.00  0.00  17.14 |   25.29=max(  25.27,  25.27,  25.29,  25.27)   0.00  0.00  11.06 | 25GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 89.38 |   22.75=  22.75=max(  22.75,  22.75,  22.75,  22.75)   0.00  0.00  16.43 |   25.46=max(  25.44,  25.44,  25.46,  25.44)   0.00  0.00  10.76 | 25GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 90.26 |   23.13=  23.13=max(  23.13,  23.13,  23.13,  23.13)   0.00  0.00  17.02 |   25.63=max(  25.61,  25.60,  25.63,  25.61)   0.00  0.00  11.16 | 25GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 91.13 |   23.50=  23.50=max(  23.50,  23.50,  23.50,  23.50)   0.00  0.00  16.80 |   25.79=max(  25.78,  25.77,  25.79,  25.77)   0.00  0.00  11.19 | 25GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 91.99 |   23.88=  23.88=max(  23.88,  23.88,  23.88,  23.88)   0.00  0.00  17.29 |   25.96=max(  25.94,  25.94,  25.96,  25.94)   0.00  0.00  10.88 | 25GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 92.83 |   24.26=  24.26=max(  24.26,  24.26,  24.26,  24.26)   0.00  0.00  16.87 |   26.13=max(  26.11,  26.10,  26.13,  26.11)   0.00  0.00  10.90 | 25GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 93.67 |   24.63=  24.63=max(  24.63,  24.63,  24.63,  24.63)   0.00  0.00  16.64 |   26.29=max(  26.28,  26.27,  26.29,  26.28)   0.00  0.00  10.92 | 25GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 94.50 |   25.01=  25.01=max(  25.01,  25.01,  25.01,  25.01)   0.00  0.00  17.44 |   26.46=max(  26.44,  26.44,  26.46,  26.44)   0.00  0.00  11.31 | 25GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.31 |   25.38=  25.38=max(  25.38,  25.38,  25.38,  25.38)   0.00  0.00  17.38 |   26.63=max(  26.61,  26.61,  26.63,  26.61)   0.00  0.00  11.45 | 25GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.12 |   25.76=  25.76=max(  25.75,  25.73,  25.76,  25.76)   0.00  0.00  17.43 |   26.80=max(  26.78,  26.77,  26.80,  26.78)   0.00  0.00  10.48 | 25GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.91 |   26.13=  26.13=max(  26.13,  26.13,  26.13,  26.13)   0.00  0.00  16.63 |   26.96=max(  26.95,  26.94,  26.96,  26.95)   0.00  0.00  10.64 | 25GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.70 |   26.51=  26.51=max(  26.51,  26.51,  26.51,  26.51)   0.00  0.00  17.21 |   27.13=max(  27.11,  27.11,  27.13,  27.11)   0.00  0.00  10.78 | 25GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.48 |   26.88=  26.88=max(  26.88,  26.88,  26.88,  26.88)   0.00  0.00  16.29 |   27.30=max(  27.28,  27.27,  27.30,  27.28)   0.00  0.00  11.08 | 25GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.24 |   27.26=  27.26=max(  27.26,  27.26,  27.26,  27.26)   0.00  0.00  16.74 |   27.47=max(  27.45,  27.44,  27.47,  27.45)   0.00  0.00  10.91 | 25GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 91.08 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  15.42 |   18.39=max(  18.39,  18.38,  18.39,  18.38)   0.00  0.00  10.99 | 27GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 91.46 |   16.86=  16.86=max(  16.86,  16.86,  16.86,  16.86)   0.00  0.00  16.96 |   18.43=max(  18.43,  18.43,  18.43,  18.42)   0.00  0.00  10.75 | 27GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 91.74 |   16.96=  16.96=max(  16.96,  16.96,  16.96,  16.96)   0.00  0.00  17.38 |   18.48=max(  18.48,  18.48,  18.48,  18.47)   0.00  0.00  10.53 | 27GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 92.10 |   17.06=  17.06=max(  17.06,  17.06,  17.06,  17.06)   0.00  0.00  16.05 |   18.53=max(  18.52,  18.52,  18.53,  18.52)   0.00  0.00  10.32 | 27GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 92.39 |   17.16=  17.16=max(  17.16,  17.16,  17.16,  17.16)   0.00  0.00  16.11 |   18.57=max(  18.57,  18.57,  18.57,  18.56)   0.00  0.00  10.47 | 27GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 92.71 |   17.26=  17.26=max(  17.26,  17.26,  17.26,  17.26)   0.00  0.00  16.12 |   18.62=max(  18.61,  18.61,  18.62,  18.61)   0.00  0.00  10.15 | 27GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 93.03 |   17.36=  17.36=max(  17.36,  17.36,  17.36,  17.36)   0.00  0.00  17.30 |   18.67=max(  18.66,  18.66,  18.67,  18.65)   0.00  0.00  10.38 | 27GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 93.35 |   17.47=  17.47=max(  17.47,  17.47,  17.47,  17.47)   0.00  0.00  16.84 |   18.71=max(  18.70,  18.70,  18.71,  18.70)   0.00  0.00  11.16 | 27GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 93.67 |   17.57=  17.57=max(  17.57,  17.57,  17.57,  17.57)   0.00  0.00  15.88 |   18.76=max(  18.75,  18.75,  18.76,  18.75)   0.00  0.00  10.94 | 27GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 93.99 |   17.67=  17.67=max(  17.67,  17.67,  17.67,  17.67)   0.00  0.00  16.74 |   18.80=max(  18.80,  18.79,  18.80,  18.79)   0.00  0.00  10.70 | 27GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 94.30 |   17.77=  17.77=max(  17.77,  17.77,  17.77,  17.77)   0.00  0.00  16.97 |   18.85=max(  18.84,  18.84,  18.85,  18.84)   0.00  0.00  10.61 | 27GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 94.61 |   17.88=  17.88=max(  17.88,  17.88,  17.88,  17.88)   0.00  0.00  16.66 |   18.90=max(  18.89,  18.88,  18.90,  18.88)   0.00  0.00  11.07 | 27GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 94.92 |   17.98=  17.98=max(  17.98,  17.98,  17.98,  17.98)   0.00  0.00  16.04 |   18.94=max(  18.93,  18.93,  18.94,  18.93)   0.00  0.00  10.68 | 27GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.23 |   18.08=  18.08=max(  18.08,  18.08,  18.08,  18.08)   0.00  0.00  16.67 |   18.99=max(  18.98,  18.97,  18.99,  18.97)   0.00  0.00  10.45 | 27GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.54 |   18.19=  18.19=max(  18.19,  18.19,  18.19,  18.19)   0.00  0.00  16.84 |   19.03=max(  19.02,  19.02,  19.03,  19.02)   0.00  0.00  10.87 | 27GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.85 |   18.29=  18.29=max(  18.29,  18.29,  18.29,  18.29)   0.00  0.00  16.28 |   19.08=max(  19.07,  19.06,  19.08,  19.07)   0.00  0.00  10.13 | 27GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.16 |   18.39=  18.39=max(  18.39,  18.39,  18.39,  18.39)   0.00  0.00  17.41 |   19.13=max(  19.11,  19.11,  19.13,  19.11)   0.00  0.00  10.73 | 27GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.46 |   18.49=  18.49=max(  18.49,  18.49,  18.49,  18.49)   0.00  0.00  16.45 |   19.17=max(  19.16,  19.15,  19.17,  19.16)   0.00  0.00  10.66 | 27GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.76 |   18.60=  18.60=max(  18.60,  18.60,  18.60,  18.60)   0.00  0.00  16.65 |   19.22=max(  19.21,  19.20,  19.22,  19.20)   0.00  0.00  10.94 | 27GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.06 |   18.70=  18.70=max(  18.70,  18.70,  18.70,  18.70)   0.00  0.00  17.58 |   19.26=max(  19.25,  19.24,  19.26,  19.25)   0.00  0.00  10.61 | 27GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.36 |   18.80=  18.80=max(  18.80,  18.80,  18.80,  18.80)   0.00  0.00  16.80 |   19.31=max(  19.30,  19.29,  19.31,  19.30)   0.00  0.00  10.80 | 27GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.66 |   18.90=  18.90=max(  18.90,  18.90,  18.90,  18.90)   0.00  0.00  17.26 |   19.36=max(  19.34,  19.34,  19.36,  19.34)   0.00  0.00  10.43 | 27GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.96 |   19.01=  19.01=max(  19.01,  19.01,  19.01,  19.01)   0.00  0.00  16.90 |   19.40=max(  19.39,  19.38,  19.40,  19.39)   0.00  0.00  10.86 | 27GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.26 |   19.11=  19.11=max(  19.11,  19.11,  19.11,  19.11)   0.00  0.00  16.77 |   19.45=max(  19.43,  19.43,  19.45,  19.43)   0.00  0.00  10.96 | 27GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.55 |   19.21=  19.21=max(  19.21,  19.21,  19.21,  19.20)   0.00  0.00  17.25 |   19.49=max(  19.48,  19.47,  19.49,  19.48)   0.00  0.00  10.83 | 27GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.84 |   19.31=  19.31=max(  19.31,  19.31,  19.31,  19.31)   0.00  0.00  16.92 |   19.54=max(  19.52,  19.52,  19.54,  19.52)   0.00  0.00  11.49 | 27GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.13 |   19.42=  19.42=max(  19.42,  19.42,  19.42,  19.42)   0.00  0.00  16.47 |   19.59=max(  19.57,  19.56,  19.59,  19.57)   0.00  0.00  10.96 | 27GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.42 |   19.52=  19.52=max(  19.52,  19.52,  19.52,  19.52)   0.00  0.00  17.36 |   19.63=max(  19.62,  19.61,  19.63,  19.62)   0.00  0.00  10.97 | 27GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.71 |   19.62=  19.62=max(  19.62,  19.62,  19.62,  19.62)   0.00  0.00  17.32 |   19.68=max(  19.66,  19.65,  19.68,  19.66)   0.00  0.00  10.87 | 27GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  16.06 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.61 | 29GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.04 |   16.76=  16.76=max(  16.76,  16.76,  16.76,  16.75)   0.00  0.00  17.28 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.30 | 29GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.25 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.92 | 29GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.24 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  11.15 | 29GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.03 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.13 | 29GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.46 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.38 | 29GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.69 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.48 | 29GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.45 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.90 | 29GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.58 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.89 | 29GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.98 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.92 | 29GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.48 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.61 | 29GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.05 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.64 | 29GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.63 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.65 | 29GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.99 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.10 | 29GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.48 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.92 | 29GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.46 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.58 | 29GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.44 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.94 | 29GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.86 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.52 | 29GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.03 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.60 | 29GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.86 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.74 | 29GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.98 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.27 | 29GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.21 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.48 | 29GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.30 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.66 | 29GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.41 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.26 | 29GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.36 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.58 | 29GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.64 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.54 | 29GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.35 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  11.03 | 29GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.15 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.44 | 29GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.42 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.51 | 29GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
